mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_62367,OC1(C#C)C2OC1C2=O,2.46092,1.8115599999999998,1.18749,3.3485,64.7,-0.2601,-0.0286,0.2315,977.9453,0.085448,-456.446422,-456.43847,-456.437526,-456.478742,29.969,-1362.2975661491,-1368.8625653071,-1375.973497295,-1272.9245968241
gdb_130088,NC1=NN2CC(O)C2=N1,4.99052,1.14075,0.96996,1.3604,69.23,-0.2101,0.011000000000000001,0.2211,1162.0019,0.11476700000000001,-450.103102,-450.095316,-450.09437199999996,-450.135532,28.914,-1452.2773366770002,-1460.722352799,-1469.0192767970002,-1348.882051238
gdb_57849,CC(C#N)C(=O)N(C)C,2.22315,1.34789,0.96446,3.7319,77.9,-0.2539,0.0035,0.2574,1277.8074,0.157317,-419.25167700000003,-419.241037,-419.240093,-419.288072,36.407,-1842.375209126,-1852.5847805560002,-1863.2536885739999,-1715.342287166
gdb_46153,O=C1CNC(CO1)C#C,4.71727,1.01732,0.86545,3.6295,71.44,-0.2356,0.0044,0.24,1265.3233,0.12457,-437.87092199999995,-437.862657,-437.861713,-437.90414599999997,30.615,-1616.0615782401,-1625.095825313,-1633.985745316,-1507.1473511460001
gdb_130115,c1c(c(c(nn1)N)O)O,2.41728,1.8785900000000002,1.06077,4.4991,67.91,-0.2286,-0.0225,0.2061,1034.7394,0.10248399999999999,-470.028581,-470.02092300000004,-470.019979,-470.060414,29.43,-1417.7856769829998,-1425.422461513,-1433.1263895060001,-1320.753332804
gdb_1522,CCOC(=N)CO,7.86826,1.27011,1.11642,2.4553,58.89,-0.2574,0.0395,0.297,1044.6029,0.135138,-362.918463,-362.909853,-362.908909,-362.952175,28.916,-1453.247465591,-1462.063967041,-1470.955142062,-1349.522737927
gdb_46405,N=C1OCC1NCC#N,3.87258,0.86441,0.7561899999999999,4.6828,71.29,-0.2603,0.0008,0.2611,1437.8566,0.12497899999999999,-434.053991,-434.045429,-434.04448499999995,-434.088325,30.214000000000002,-1570.0639135220001,-1578.9111629131,-1587.801082916,-1461.4860312520002
gdb_18808,C1C2COC3CN2C13,3.09396,3.01248,2.40977,0.3077,66.16,-0.21600000000000003,0.0862,0.3023,680.5649,0.146015,-363.806829,-363.801369,-363.800425,-363.835946,23.483,-1616.0239277,-1627.7068902620001,-1637.190433779,-1500.5447014479998
gdb_79360,OC1C2C3CCC1CN23,2.35377,1.90904,1.75127,2.1443,76.2,-0.2208,0.0631,0.284,928.2762,0.17511,-403.14415299999996,-403.136949,-403.136004,-403.17557200000005,29.569000000000003,-1923.5071027541,-1936.7619753610998,-1948.023251875,-1786.9743220431
gdb_76387,CC1C(O)C1(O)C(N)=O,2.5580000000000003,1.2095200000000002,1.1529399999999999,2.6122,69.17,-0.2366,0.0324,0.2689,1175.248,0.14541099999999998,-476.242733,-476.23273600000005,-476.231792,-476.27729000000005,36.695,-1712.3578543621,-1722.0817338260001,-1732.157645839,-1590.6531113211
gdb_40803,C1OC1C1CC=CCO1,3.7413800000000004,1.18458,0.9889600000000001,2.2264,76.94,-0.2465,0.0216,0.2681,1214.6344,0.159945,-423.003757,-422.99572300000005,-422.994779,-423.036784,30.495,-1847.6782876851,-1859.5237750781,-1870.192683096,-1718.8921055791
gdb_107250,CCC12OC1C1CC21C,2.4572,1.56876,1.1895200000000001,1.8927,81.72,-0.2206,0.069,0.2896,1143.8912,0.180627,-387.026959,-387.017935,-387.016991,-387.060405,34.976,-1998.570984352,-2011.5729708320998,-2023.42787086,-1856.9327904170002
gdb_81214,CC1C2CC11OC=NC21,3.03389,1.6627900000000002,1.4858200000000001,1.6758,75.17,-0.2537,0.0064,0.2602,959.442,0.149476,-401.870955,-401.86404100000004,-401.86309700000004,-401.901923,28.372,-1752.415518886,-1764.0752636151,-1774.151175628,-1628.9706933881
gdb_47684,N=C1CNCCC(=O)N1,2.13147,1.6654900000000001,0.99592,1.2812,75.68,-0.2322,-0.0246,0.2076,1167.1549,0.15098499999999998,-435.301296,-435.293182,-435.292238,-435.33443,30.826,-1724.9074068529999,-1735.8128857641,-1745.888797777,-1602.205552011
gdb_38635,C1N2CC3C4COC13C24,3.5032099999999997,1.99353,1.68652,1.3145,73.88,-0.2177,0.0739,0.2916,844.7367,0.15145999999999998,-401.859029,-401.853248,-401.852304,-401.888727,25.62,-1744.9318465520998,-1757.3025589781,-1767.378470991,-1620.6900846241
gdb_22219,CC(CC#C)C(C)=NO,3.3221300000000005,0.8408899999999999,0.7257600000000001,0.8545,84.68,-0.2452,0.0118,0.257,1577.3303,0.166681,-403.08523199999996,-403.074375,-403.07343,-403.12151,39.149,-1886.5336449651002,-1897.4962271951001,-1908.757503709,-1753.0499304851
gdb_106822,OCC12CC1(O)CCO2,2.62188,1.56189,1.20138,1.6286,70.4,-0.2226,0.0496,0.2722,1074.7833,0.159202,-460.13993899999997,-460.13146900000004,-460.130525,-460.172562,33.289,-1796.4578655601001,-1808.0291315201,-1818.6980395379999,-1667.1621461460002
gdb_109397,C1COCCC(=C1)CO,3.05324,1.0791,0.84926,2.0581,81.69,-0.2226,0.0272,0.2498,1380.7656,0.183258,-424.222775,-424.213658,-424.21271399999995,-424.25684400000006,34.205,-1984.7714339331,-1997.7144345670001,-2009.569334595,-1843.2681544330999
gdb_72933,CC12CCN1C1COC21,2.72059,1.7473299999999998,1.5064899999999999,0.2486,77.54,-0.2094,0.0611,0.2704,983.3957,0.17191099999999998,-403.07712999999995,-403.069482,-403.068538,-403.109095,30.664,-1881.449567047,-1894.4258256581,-1905.687729681,-1745.2594062501
gdb_84507,OC1C=CC23CC(O2)C13,3.07006,1.85465,1.49579,2.6306,72.86,-0.2396,-0.0174,0.2223,904.1244,0.13743699999999998,-421.73550700000004,-421.728924,-421.72798,-421.76604199999997,27.862,-1679.6916183491,-1690.6705158129998,-1700.1534318210001,-1562.7126455870998
gdb_100793,COC(C)C(O)C1CN1,2.57547,0.99335,0.8982899999999999,3.2066,78.95,-0.2381,0.0744,0.3126,1445.5769,0.192222,-441.443825,-441.43318899999997,-441.432245,-441.480299,38.09,-1974.5355071251001,-1987.4132468229998,-1999.861142856,-1827.547798965
gdb_71997,CC12NC3CC1(O)C23O,1.8979599999999999,1.8326900000000002,1.71305,0.6623,71.97,-0.2072,0.0558,0.2631,976.209,0.14666500000000002,-439.002944,-438.994376,-438.99343200000004,-439.035425,33.313,-1698.5639515241,-1709.1851688579998,-1719.261080871,-1575.812523471
gdb_98378,CCC(=O)N(C=N)C=O,3.06944,1.06375,0.80237,3.0038,73.64,-0.2588,-0.0388,0.22,1391.4520000000002,0.133854,-455.18926799999997,-455.17947000000004,-455.178526,-455.225142,33.506,-1666.8797670960998,-1675.8399681070002,-1685.322884115,-1552.6348510471
gdb_81085,CC1C2OC1(C=O)C2=O,2.00085,1.81323,1.1717799999999998,4.2393,68.46,-0.2615,-0.0506,0.2109,1057.3,0.109384,-457.706079,-457.69775300000003,-457.696809,-457.73933099999994,29.988000000000003,-1524.8920506481,-1532.999466928,-1541.296390926,-1422.7329579391
gdb_131024,C#Cc1ccnn1C=O,2.30863,1.73512,0.9906,4.2938,77.68,-0.2546,-0.0669,0.1878,1091.7513,0.089416,-415.60994900000003,-415.602437,-415.601493,-415.642178,27.539,-1440.712973316,-1447.5540764339999,-1454.665008422,-1351.178734178
gdb_128245,CNC1=CON=CC1=N,2.72155,1.49804,0.97324,2.1133,80.45,-0.2008,-0.0483,0.1525,1160.632,0.12519,-434.03759800000006,-434.02939699999996,-434.028453,-434.070573,30.385,-1559.777158485,-1568.850938625,-1577.7408586279998,-1450.346491484
gdb_67212,CC1(O)C2C3CC1C23O,2.6644,1.6851200000000002,1.3105200000000001,2.3333,74.88,-0.2315,0.0755,0.307,1024.8569,0.15802,-422.96520899999996,-422.95689000000004,-422.955946,-422.99725599999994,33.663000000000004,-1823.4890707531,-1835.1557180810998,-1845.824626099,-1694.0879298271
gdb_110032,CN1CCC(=O)C1CO,1.93382,1.7116099999999999,1.13489,4.0532,75.74,-0.2377,-0.0218,0.2158,1153.9099,0.170766,-440.300949,-440.29189800000006,-440.290953,-440.33487699999995,33.792,-1885.222151155,-1897.31738713,-1908.578663644,-1750.0077668529998
gdb_7629,[O-]C(=O)C1CC(=[NH2+])N1,5.0012099999999995,1.3589200000000001,1.17951,6.1302,59.51,-0.2416,0.0081,0.2497,977.5843,0.10773900000000002,-415.886774,-415.879238,-415.878294,-415.91907599999996,27.438000000000002,-1381.2527305121,-1388.96607114,-1396.6706266420001,-1287.264432492
gdb_120222,CCOC1C2CC1OC2,4.41213,0.9286399999999999,0.90855,1.1245,79.17,-0.2262,0.0843,0.3105,1398.2715,0.18307,-424.19299900000004,-424.184521,-424.18357699999996,-424.226697,32.321999999999996,-1966.0867259491001,-1979.4307048341,-1991.2856048620001,-1824.35064061
gdb_62284,NC1(C#N)C2C3NC1C23,3.3393599999999997,1.5659299999999998,1.3463100000000001,4.4193,71.9,-0.2411,0.0273,0.2684,955.7507,0.126314,-396.85837000000004,-396.851162,-396.85021800000004,-396.889705,28.921999999999997,-1583.985828196,-1593.6833522820002,-1602.573272285,-1473.7820701070002
gdb_23327,ON=C1CC2COC1O2,3.3690599999999997,1.41495,1.258,1.7772,67.14,-0.2437,-0.0021,0.2416,1012.4039,0.125789,-474.97793600000006,-474.9708,-474.96985599999994,-475.0096,27.859,-1546.5379736031,-1556.2800508281,-1565.169970831,-1436.3888087970001
gdb_90332,OC1CC2=CCN3C1C23,2.70222,1.8543,1.83559,2.6283,76.69,-0.2202,-0.0077,0.2124,876.432,0.149806,-401.87923,-401.872369,-401.871425,-401.91004100000004,28.561999999999998,-1757.6081558611,-1769.3011585671,-1779.37707058,-1634.0648114501
gdb_80089,OC1C2C=CCC(=O)C12,2.3511,1.7369900000000003,1.40872,3.7014,73.61,-0.2313,-0.0159,0.2155,981.0394,0.136682,-421.84085,-421.83321399999994,-421.83226900000005,-421.872847,30.037,-1745.7952989361,-1756.1134294229998,-1765.5957179220002,-1629.7337443320998
gdb_7948,OC1CC(=O)NC1=N,3.76825,1.7895299999999998,1.2590700000000001,1.8839,60.38,-0.2628,-0.0159,0.2469,897.3132,0.108678,-415.914166,-415.907123,-415.90617799999995,-415.945689,26.419,-1398.4414570401002,-1406.4641596051001,-1414.1680875980999,-1303.9643295091
gdb_110261,CCN1C2C(C)C1C2O,2.0211900000000003,1.55331,1.0171299999999999,1.9486,84.49,-0.1978,0.073,0.2708,1271.255,0.19259,-404.26595299999997,-404.256401,-404.255457,-404.300189,36.534,-1999.5950790401,-2013.153666003,-2025.6015620360001,-1851.45902941
gdb_113806,CC1CC1N1CC1CO,2.81892,1.08771,0.86887,1.6558,84.0,-0.2321,0.0738,0.3059,1404.5314,0.19321,-404.29610299999996,-404.28634500000004,-404.2854,-404.33120499999995,36.52,-2018.5144753901002,-2031.9437954989999,-2044.391064023,-1870.921848554
gdb_33781,C#CC12CC(C1)CCO2,3.4332800000000003,1.39939,1.19835,1.7957,81.4,-0.2394,0.0428,0.2822,1081.6171,0.160235,-385.841633,-385.833947,-385.83300299999996,-385.873355,31.415,-1882.6198713320998,-1894.6843593661,-1905.353267384,-1753.2708136531
gdb_79714,OC1C2C3NC3C1C2O,2.83373,1.6943700000000002,1.35826,4.2772,70.35,-0.2352,0.0678,0.303,970.5591,0.150228,-439.021112,-439.014132,-439.013187,-439.051996,29.513,-1709.9645350361,-1721.582236662,-1731.6575211660002,-1586.21097511
gdb_11033,OC1C=CC2(O)CC12,4.1771400000000005,1.7931099999999998,1.48023,1.422,65.17,-0.2324,0.0066,0.239,855.4875,0.13023900000000002,-383.71893700000004,-383.71158199999996,-383.710638,-383.750044,28.789,-1573.1418451670002,-1582.74712543,-1591.637672942,-1465.6489259580999
gdb_64958,CC1(CN1)C(=O)N1CC1,2.80193,1.3031,1.14667,3.1893,76.73,-0.24,0.0022,0.2421,1162.8226,0.158631,-419.176843,-419.1677,-419.166756,-419.211394,33.348,-1795.4162006201002,-1806.5651530231,-1817.2340610410001,-1667.226152064
gdb_122877,CCCCCC(C)(C)C,3.6760699999999997,0.54467,0.53863,0.0492,100.56,-0.2928,0.0764,0.3692,2317.8893,0.272495,-354.782875,-354.77050499999996,-354.769561,-354.820805,45.647,-2608.220450703,-2626.2318415301,-2642.830709598,-2416.1681837081
gdb_124824,CC(O)CC1=NC=NO1,4.32984,0.9350299999999999,0.9095799999999999,3.0489,69.95,-0.2782,-0.0216,0.2565,1330.8294,0.135599,-455.150496,-455.14178300000003,-455.14083899999997,-455.18512400000003,31.054000000000002,-1642.5499881479998,-1652.191036424,-1661.673952432,-1527.523195885
gdb_12906,OC12CCC1C2C#N,3.36429,1.8257,1.52973,3.2326,65.59,-0.2665,0.0298,0.2963,854.4875,0.119103,-362.645377,-362.63815,-362.637206,-362.67663799999997,27.439,-1515.053964546,-1523.8510132170002,-1532.148564724,-1414.2910793621
gdb_99230,CNC(=O)COC(C)=N,3.4538699999999998,0.8156399999999999,0.66806,5.0308,75.32,-0.2457,0.021,0.2667,1669.4528,0.157354,-456.38854699999996,-456.377849,-456.376904,-456.42625400000003,36.103,-1791.5865131931,-1801.759061592,-1812.427342101,-1665.1208593689998
gdb_48741,O=CC12NC1C1COC21,3.50929,1.3889799999999999,1.19694,4.1424,71.19,-0.2472,-0.0359,0.2113,1032.433,0.12441600000000001,-437.809362,-437.802191,-437.801247,-437.841128,27.612,-1577.4321242001001,-1587.152866119,-1596.042786122,-1467.6029889841
gdb_100225,COC(C)(CC#C)C#C,2.47131,1.19531,1.05275,1.0592,83.47,-0.2561,0.0314,0.2875,1246.7606,0.153885,-385.810867,-385.80017799999996,-385.799233,-385.846195,39.062,-1863.3139294379998,-1873.494007945,-1884.162288454,-1736.227669213
gdb_74608,CC1=NC2C3N=CN1C23,3.3478,1.9569900000000002,1.57371,1.5188,71.38,-0.2263,-0.0217,0.2045,864.8472,0.126595,-396.90833399999997,-396.901744,-396.9008,-396.939098,26.453000000000003,-1615.338687872,-1625.42401252,-1634.313932523,-1504.776622144
gdb_119036,CC1OC1(CO)CCO,2.54996,1.00262,0.81735,1.3076,75.27,-0.2575,0.0746,0.332,1471.4613,0.179947,-461.33591500000006,-461.32530199999997,-461.324358,-461.371936,38.042,-1919.0919494301002,-1931.0955690910998,-1942.9504691191,-1778.5575438260998
gdb_98712,CNC(=O)N1CC1C#N,3.07608,1.13869,0.94505,6.1571,71.93,-0.2623,0.0101,0.2724,1252.0496,0.123723,-434.079971,-434.07065700000004,-434.069713,-434.11508,32.036,-1586.3665973420002,-1594.741959965,-1603.6318799679998,-1478.2750345470001
gdb_658,C1CCCCC1,4.29007,4.2881599999999995,2.44709,0.0,62.98,-0.2913,0.087,0.3783,593.5711,0.169722,-235.72950699999998,-235.723729,-235.72278500000002,-235.758349,23.005,-1660.137182891,-1672.509150335,-1682.586944875,-1543.2473164070002
gdb_124137,CC#Cc1cnnnn1,6.21842,0.8492799999999999,0.7507199999999999,6.4154,81.67,-0.2536,-0.0976,0.156,1434.851,0.087519,-411.709722,-411.701474,-411.70052999999996,-411.744892,27.769000000000002,-1342.446318934,-1348.8249479191,-1355.9358799071001,-1254.3973935991
gdb_83955,CN1C2COCC1C2O,2.5146599999999997,1.55288,1.39747,1.7382,75.03,-0.2026,0.0726,0.2752,1044.5613,0.171824,-440.239858,-440.23162199999996,-440.230678,-440.272026,32.42,-1846.8869988360998,-1859.493654646,-1870.755558669,-1710.5681986939999
gdb_94640,OC1CCC1CCC#N,3.35774,0.78784,0.70005,5.522,79.81,-0.2672,0.0396,0.3068,1612.6822,0.170675,-403.153596,-403.144075,-403.143131,-403.188719,34.596,-1929.4326702411,-1941.2336044951,-1952.495508518,-1795.2241828661
gdb_106368,CC1CC2(CO)CC1O2,3.6362400000000004,1.15876,1.10581,2.1617,77.74,-0.2528,0.0793,0.3321,1204.4216,0.183291,-424.21272400000004,-424.20428,-424.20333600000004,-424.24542,33.527,-1978.4643409741,-1991.829655165,-2003.6845551929998,-1836.0994916170998
gdb_2026,CC1CC2(C1)CC2,6.69181,1.6579099999999998,1.5771600000000001,0.2114,72.09,-0.2599,0.0919,0.3518,873.4104,0.17191199999999998,-273.764673,-273.757455,-273.756511,-273.795635,28.048000000000002,-1778.3561134370002,-1790.713648174,-1801.38381121,-1653.669447628
gdb_122099,COCCC(OC)C#C,3.02458,0.7321,0.60858,1.4745,82.98,-0.2505,0.0358,0.2863,1852.2145,0.178352,-424.16605400000003,-424.15482199999997,-424.153878,-424.203408,38.648,-1949.178495944,-1960.7943150429999,-1972.649215071,-1809.736583509
gdb_68325,CC12CC(C1)C2NC=O,2.91018,1.13299,1.0238200000000002,3.6311,82.11,-0.2438,0.0304,0.2743,1261.9562,0.17136600000000002,-403.131777,-403.12307400000003,-403.12212999999997,-403.165992,32.959,-1915.7410513701002,-1928.0552879860002,-1939.3171920089999,-1780.9627858231
gdb_102050,CC(C)(O)C(CO)C=O,2.2974200000000002,1.19151,0.96847,4.0733,74.7,-0.2499,-0.0313,0.2186,1309.3006,0.178555,-461.371174,-461.36044000000004,-461.35949500000004,-461.406658,39.489000000000004,-1941.2172892611,-1953.144980333,-1964.9992528520002,-1800.3459113241001
gdb_68519,OC12CC(N3CC13)C2=O,2.65806,1.8636400000000002,1.47383,2.4812,68.12,-0.2342,-0.0171,0.2171,913.6277,0.12478199999999999,-437.831779,-437.824637,-437.823693,-437.863052,28.674,-1591.498993453,-1601.2379331331,-1610.127853136,-1481.3604963
gdb_121189,CCOC1COC1C#C,2.43791,1.12256,0.83644,2.4606,78.3,-0.2515,0.0224,0.2739,1412.7227,0.156249,-422.956572,-422.946745,-422.9458,-422.992628,34.601,-1818.0692755201,-1828.7896392761,-1839.457919785,-1691.183818175
gdb_63135,CC1(O)C2COC1C2=O,2.41555,1.89835,1.37507,3.3179,67.87,-0.2253,-0.0168,0.2085,964.0529,0.134909,-458.94119800000004,-458.93321,-458.932266,-458.97316500000005,31.268,-1672.0887193051,-1682.185339115,-1691.6682551229999,-1555.7523157591
gdb_4154,ON=C1CCC1C=O,3.76675,1.40466,1.1511200000000001,2.1314,66.29,-0.2458,-0.0312,0.2147,1018.1858,0.11689000000000001,-399.753014,-399.744986,-399.744042,-399.786311,28.329,-1445.921298016,-1454.215084469,-1462.512635976,-1346.1799974839998
gdb_22137,CC#CCCC(=NO)C,5.77314,0.5141899999999999,0.49182,0.6356,89.19,-0.2374,0.0121,0.2495,2235.0649,0.16699,-403.095329,-403.08387799999997,-403.082933,-403.134835,38.611,-1892.8696033381,-1903.4594452221,-1914.720721736,-1761.4114879101
gdb_98107,OCC(=O)C(=O)C1CO1,4.4364300000000005,0.8711,0.76871,2.1247,64.11,-0.2626,-0.1092,0.1534,1418.4909,0.10916700000000001,-494.88604100000003,-494.876842,-494.87589800000006,-494.921568,31.316999999999997,-1501.1439725431,-1508.702945957,-1516.999869955,-1400.1564391370998
gdb_45709,C1COC2=NCC(=O)N21,3.15467,1.69248,1.12693,3.7075,66.9,-0.2444,-0.0016,0.2428,1009.5218,0.115658,-453.999447,-453.992382,-453.991438,-454.03146100000004,25.878,-1548.1080011210001,-1557.006078741,-1565.303002739,-1444.8118621039998
gdb_121922,COCCC(O)C(C)C,3.8474699999999995,0.6172,0.59083,0.4371,86.72,-0.2487,0.0665,0.3152,2037.7553,0.22565900000000003,-426.62226799999996,-426.61033,-426.60938600000003,-426.66003200000006,42.299,-2234.7716470421,-2249.4986557631,-2263.725539811,-2068.8450897531
gdb_21840,c1c(nn[nH]1)OC=O,8.21382,1.23761,1.08941,5.3774,54.4,-0.2631,-0.0247,0.2384,972.075,0.073102,-430.727172,-430.72069500000003,-430.719751,-430.758605,22.35,-1132.8394876641,-1138.551074582,-1144.476642069,-1058.054220062
gdb_116095,COC1CCNC(=O)C1,2.7324599999999997,1.1621,0.8579200000000001,3.1879,76.42,-0.2363,0.0304,0.2667,1351.126,0.17222,-440.32520999999997,-440.316165,-440.315221,-440.35951500000004,33.211999999999996,-1900.4461470041,-1912.5451480329998,-1923.807052056,-1765.4683335951001
gdb_20642,CC1=CC(=O)N=NO1,2.30567,1.21129,0.80237,3.5553,57.7,-0.2545,-0.0522,0.2023,1303.5604,0.07660399999999999,-414.730841,-414.720129,-414.719185,-414.773482,30.84,-1283.7459895289999,-1287.689256085,-1294.207819577,-1209.6164688321
gdb_106042,CCC12C3C(CN13)C2O,2.75771,1.5778299999999998,1.17955,1.1094,78.18,-0.231,0.0615,0.2925,1102.1191,0.171092,-403.07959700000004,-403.071264,-403.07032000000004,-403.11229199999997,32.707,-1882.99763175,-1895.5440466961,-1906.8059507189998,-1747.2655525231
gdb_64906,NC1(CC1(O)C#N)C#N,2.07022,1.7103599999999999,1.11212,6.1323,68.62,-0.2663,-0.0149,0.2514,1063.474,0.099391,-432.85488200000003,-432.845867,-432.84492300000005,-432.888366,32.669000000000004,-1445.463843955,-1452.249726281,-1459.953654274,-1349.723540807
gdb_29876,Cn1ccc(=O)nc1N,3.21089,1.4379600000000001,1.0011,8.1942,75.85,-0.2188,-0.0119,0.2069,1129.4463,0.126552,-434.130045,-434.121979,-434.12103499999995,-434.16265300000003,30.392,-1617.788483008,-1626.946976863,-1635.836896866,-1508.127520204
gdb_106461,CCC12CC(O1)C=C2C,2.43384,1.60541,1.1476,1.7738,83.08,-0.2218,0.0128,0.2346,1158.2835,0.18171400000000001,-387.05970299999996,-387.05086800000004,-387.04992400000003,-387.09297599999996,34.27,-2019.1181390481,-2032.2387247291,-2044.093624757,-1877.3713860561
gdb_99571,OCC(C#C)C(O)C#C,2.29221,1.16359,0.89731,0.7024,76.33,-0.2585,0.0176,0.2761,1308.9378,0.131662,-421.7395,-421.729113,-421.728168,-421.77495700000003,37.367,-1682.1972617861,-1690.789115014,-1700.2714035129998,-1568.3068883221
gdb_103964,CCC1(C)CC2C1N2C,3.2204599999999997,1.14656,1.03295,1.053,89.37,-0.2244,0.0775,0.3018,1310.3897,0.216423,-368.3679,-368.35815499999995,-368.357211,-368.401688,38.031,-2199.9009719121,-2215.1161826351,-2228.7500706779997,-2038.3688601501
gdb_62091,CC(NCC=O)C(C)=O,3.696,0.6943,0.64045,4.2528,77.51,-0.2332,-0.0243,0.2089,1764.3456,0.166608,-440.301537,-440.290588,-440.28964400000007,-440.339009,37.431,-1885.591126447,-1896.4953503401,-1907.757254363,-1752.6006340410001
